task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	24/86ccfd	3252887	split_page_ranges (3)	COMPLETED	0	2024-12-12 16:21:07.152	7.6s	7.1s	65.3%	142.1 MB	2.1 GB	67.9 MB	86.6 MB
6	17/a16ae8	3252803	split_page_ranges (6)	COMPLETED	0	2024-12-12 16:21:07.062	7.9s	7.5s	61.8%	137.8 MB	2.1 GB	67.9 MB	86.6 MB
8	92/346a5b	3252825	split_page_ranges (8)	COMPLETED	0	2024-12-12 16:21:07.096	7.9s	7.5s	62.3%	142 MB	2.3 GB	67.9 MB	86.6 MB
2	c5/0023ea	3252851	split_page_ranges (2)	COMPLETED	0	2024-12-12 16:21:07.115	8.1s	7.8s	59.6%	160.4 MB	2.3 GB	67.9 MB	86.6 MB
1	0e/15f60e	3252796	split_page_ranges (1)	COMPLETED	0	2024-12-12 16:21:07.046	8.3s	8s	58.4%	158 MB	2.2 GB	67.9 MB	86.6 MB
5	fb/fda900	3252812	split_page_ranges (5)	COMPLETED	0	2024-12-12 16:21:07.078	8.2s	7.8s	60.4%	158.4 MB	2.3 GB	67.9 MB	86.6 MB
7	3e/e8432c	3252933	split_page_ranges (7)	COMPLETED	0	2024-12-12 16:21:07.177	8.2s	7.7s	59.9%	159 MB	2.3 GB	67.9 MB	86.6 MB
4	86/700c0a	3252856	split_page_ranges (4)	COMPLETED	0	2024-12-12 16:21:07.131	8.3s	7.9s	58.2%	157.7 MB	2.3 GB	67.9 MB	86.6 MB
9	bc/f07f48	3259468	ocrd_cis_ocropy_binarize_0 (1)	COMPLETED	0	2024-12-12 16:21:14.902	1m 16s	1m 16s	87.2%	334.2 MB	2.6 GB	143.2 MB	154 MB
10	a7/1d8994	3259503	ocrd_cis_ocropy_binarize_0 (2)	COMPLETED	0	2024-12-12 16:21:14.954	1m 17s	1m 17s	86.9%	333.6 MB	2.6 GB	142.8 MB	154 MB
16	48/5c1b72	3260249	ocrd_cis_ocropy_binarize_0 (8)	COMPLETED	0	2024-12-12 16:21:15.517	1m 17s	1m 16s	87.9%	334.5 MB	3.2 GB	142.7 MB	154 MB
14	8d/a0fa1d	3260056	ocrd_cis_ocropy_binarize_0 (6)	COMPLETED	0	2024-12-12 16:21:15.389	1m 18s	1m 17s	86.7%	334.1 MB	2.6 GB	142.7 MB	153.9 MB
15	41/0c1005	3260127	ocrd_cis_ocropy_binarize_0 (7)	COMPLETED	0	2024-12-12 16:21:15.433	1m 18s	1m 17s	86.2%	334.5 MB	2.6 GB	142.2 MB	153.9 MB
12	e4/b718b9	3259892	ocrd_cis_ocropy_binarize_0 (4)	COMPLETED	0	2024-12-12 16:21:15.291	1m 18s	1m 18s	87.1%	334.2 MB	2.6 GB	142.8 MB	154 MB
11	14/15cf76	3259602	ocrd_cis_ocropy_binarize_0 (3)	COMPLETED	0	2024-12-12 16:21:15.053	1m 23s	1m 23s	86.6%	440.7 MB	2.8 GB	140.3 MB	153.8 MB
13	75/0c217e	3260018	ocrd_cis_ocropy_binarize_0 (5)	COMPLETED	0	2024-12-12 16:21:15.369	1m 25s	1m 25s	86.6%	347.9 MB	2.7 GB	144.1 MB	154.2 MB
23	39/343264	3312352	ocrd_anybaseocr_crop_1 (7)	COMPLETED	0	2024-12-12 16:22:38.524	1m 11s	1m 11s	88.3%	723.8 MB	3.5 GB	145 MB	145.6 MB
