task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
2	6f/14d0b5	64369	split_page_ranges (2)	COMPLETED	0	2025-12-11 11:00:53.009	7.5s	7.2s	70.8%	141.8 MB	2.3 GB	70 MB	90.9 MB
4	1c/d9eab0	64523	split_page_ranges (4)	COMPLETED	0	2025-12-11 11:00:53.088	7.4s	7s	71.8%	140.9 MB	2.4 GB	70 MB	90.9 MB
5	0a/ef4806	64329	split_page_ranges (5)	COMPLETED	0	2025-12-11 11:00:52.973	7.5s	7.3s	70.7%	142.3 MB	2.4 GB	70 MB	90.9 MB
7	9a/bd782a	64440	split_page_ranges (7)	COMPLETED	0	2025-12-11 11:00:53.043	7.5s	7.2s	71.1%	136.8 MB	2.3 GB	70 MB	90.9 MB
3	20/063ab3	64345	split_page_ranges (3)	COMPLETED	0	2025-12-11 11:00:52.993	7.7s	7.4s	70.1%	143.6 MB	2.4 GB	70 MB	90.9 MB
8	30/c2a342	64600	split_page_ranges (8)	COMPLETED	0	2025-12-11 11:00:53.110	7.6s	7.1s	72.2%	168.1 MB	2.4 GB	70 MB	90.9 MB
1	dc/1b2f30	64408	split_page_ranges (1)	COMPLETED	0	2025-12-11 11:00:53.026	7.8s	7.5s	67.9%	167.4 MB	2.6 GB	70 MB	90.9 MB
6	b4/c01c1f	64642	split_page_ranges (6)	COMPLETED	0	2025-12-11 11:00:53.131	8.1s	7.5s	67.4%	164.9 MB	2.3 GB	70 MB	90.9 MB
11	d5/436532	73953	ocrd_cis_ocropy_binarize_0 (3)	COMPLETED	0	2025-12-11 11:01:00.653	1m 44s	1m 44s	88.8%	315.6 MB	2.7 GB	128 MB	154.2 MB
16	c3/130d38	74861	ocrd_cis_ocropy_binarize_0 (8)	COMPLETED	0	2025-12-11 11:01:01.280	1m 44s	1m 44s	88.7%	315.5 MB	2.7 GB	128.1 MB	154.2 MB
12	01/21a98b	73987	ocrd_cis_ocropy_binarize_0 (4)	COMPLETED	0	2025-12-11 11:01:00.685	1m 45s	1m 45s	87.9%	313.6 MB	2.7 GB	127.8 MB	154.2 MB
14	df/e380c7	74078	ocrd_cis_ocropy_binarize_0 (6)	COMPLETED	0	2025-12-11 11:01:00.748	1m 47s	1m 46s	88.7%	364.1 MB	2.6 GB	127.7 MB	154.2 MB
9	80/cd9b60	73939	ocrd_cis_ocropy_binarize_0 (1)	COMPLETED	0	2025-12-11 11:01:00.633	1m 47s	1m 47s	88.9%	313.8 MB	2.7 GB	128.8 MB	154.4 MB
15	73/1649ff	74438	ocrd_cis_ocropy_binarize_0 (7)	COMPLETED	0	2025-12-11 11:01:00.949	1m 50s	1m 49s	88.6%	315.1 MB	2.7 GB	128.4 MB	154.3 MB
10	c9/21dd6d	74039	ocrd_cis_ocropy_binarize_0 (2)	COMPLETED	0	2025-12-11 11:01:00.716	1m 50s	1m 50s	87.8%	313.6 MB	2.6 GB	129 MB	154.4 MB
13	1a/ae4a50	74053	ocrd_cis_ocropy_binarize_0 (5)	COMPLETED	0	2025-12-11 11:01:00.730	1m 51s	1m 51s	87.4%	314.5 MB	2.7 GB	128.8 MB	154.4 MB
19	16/5ba2f2	167749	ocrd_anybaseocr_crop_1 (3)	COMPLETED	0	2025-12-11 11:02:45.660	1m 25s	1m 25s	87.6%	579 MB	3.4 GB	133.1 MB	143.7 MB
20	fa/49b7c8	169224	ocrd_anybaseocr_crop_1 (4)	COMPLETED	0	2025-12-11 11:02:47.363	1m 25s	1m 24s	88.5%	607.6 MB	3.4 GB	132.9 MB	143.5 MB
18	f8/0a8b21	167258	ocrd_anybaseocr_crop_1 (2)	COMPLETED	0	2025-12-11 11:02:45.212	1m 27s	1m 27s	87.5%	562.9 MB	3.4 GB	133.8 MB	143.7 MB
17	8a/9013fd	167331	ocrd_anybaseocr_crop_1 (1)	COMPLETED	0	2025-12-11 11:02:45.295	1m 27s	1m 27s	87.8%	576.7 MB	3.4 GB	133.6 MB	143.7 MB
22	46/9f31ea	173710	ocrd_anybaseocr_crop_1 (6)	COMPLETED	0	2025-12-11 11:02:50.874	1m 24s	1m 24s	87.7%	583.8 MB	3.4 GB	134.1 MB	143.5 MB
21	9d/83dfcd	170320	ocrd_anybaseocr_crop_1 (5)	COMPLETED	0	2025-12-11 11:02:48.179	1m 32s	1m 31s	87.0%	592.2 MB	3.4 GB	135.3 MB	144 MB
23	11/9bc16f	173749	ocrd_anybaseocr_crop_1 (7)	COMPLETED	0	2025-12-11 11:02:50.930	1m 36s	1m 35s	86.5%	581.9 MB	3.3 GB	136 MB	144.1 MB
24	23/a96072	175167	ocrd_anybaseocr_crop_1 (8)	COMPLETED	0	2025-12-11 11:02:51.878	1m 35s	1m 34s	87.0%	579.8 MB	3.3 GB	135.4 MB	144 MB
27	e8/87fa21	258321	ocrd_cis_ocropy_denoise_2 (3)	COMPLETED	0	2025-12-11 11:04:12.508	20.7s	20.4s	77.7%	317.3 MB	3.2 GB	129 MB	154.8 MB
26	83/4fb3e0	258225	ocrd_cis_ocropy_denoise_2 (2)	COMPLETED	0	2025-12-11 11:04:12.371	21.1s	20.9s	79.0%	371.3 MB	3.1 GB	128.6 MB	154.8 MB
25	a1/88c748	257154	ocrd_cis_ocropy_denoise_2 (1)	COMPLETED	0	2025-12-11 11:04:11.190	22.5s	21.9s	74.6%	316.9 MB	3.2 GB	128.7 MB	154.8 MB
28	cf/0aca05	258335	ocrd_cis_ocropy_denoise_2 (4)	COMPLETED	0	2025-12-11 11:04:12.527	21.7s	21s	77.7%	314 MB	3.2 GB	128.9 MB	154.9 MB
29	56/49733e	260820	ocrd_cis_ocropy_denoise_2 (5)	COMPLETED	0	2025-12-11 11:04:15.084	22.4s	22.1s	78.0%	320.4 MB	3.1 GB	129.3 MB	154.9 MB
30	cd/005091	264739	ocrd_cis_ocropy_denoise_2 (6)	COMPLETED	0	2025-12-11 11:04:19.819	22.8s	22.3s	78.3%	316.2 MB	3.2 GB	129.8 MB	155 MB
31	27/06c42c	271239	ocrd_cis_ocropy_denoise_2 (7)	COMPLETED	0	2025-12-11 11:04:26.491	23.6s	23.2s	76.7%	304.5 MB	3.1 GB	130 MB	154.9 MB
32	10/c2db3b	271945	ocrd_cis_ocropy_denoise_2 (8)	COMPLETED	0	2025-12-11 11:04:26.851	23.7s	23.2s	77.0%	313.5 MB	3.1 GB	129.7 MB	154.9 MB
33	84/71c257	279965	ocrd_cis_ocropy_deskew_3 (1)	COMPLETED	0	2025-12-11 11:04:33.312	2m 9s	2m 8s	85.7%	286.8 MB	2.6 GB	144.2 MB	154.7 MB
36	dc/2d007a	281785	ocrd_cis_ocropy_deskew_3 (4)	COMPLETED	0	2025-12-11 11:04:34.296	2m 17s	2m 16s	84.8%	291 MB	2.6 GB	144 MB	154.8 MB
35	81/8b160d	280668	ocrd_cis_ocropy_deskew_3 (3)	COMPLETED	0	2025-12-11 11:04:33.764	2m 18s	2m 17s	85.7%	297.8 MB	2.8 GB	143.6 MB	154.8 MB
34	8f/c71d1b	280211	ocrd_cis_ocropy_deskew_3 (2)	COMPLETED	0	2025-12-11 11:04:33.522	2m 22s	2m 22s	86.0%	341 MB	2.8 GB	143.5 MB	154.8 MB
