task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
28	97/75aba1	2317493	split_page_ranges (28)	COMPLETED	0	2024-12-12 16:12:31.660	5.4s	5.1s	70.9%	147.4 MB	2.3 GB	67.9 MB	86.6 MB
14	53/377cd6	2317503	split_page_ranges (14)	COMPLETED	0	2024-12-12 16:12:31.669	5.4s	5.2s	69.6%	139.8 MB	2.3 GB	67.9 MB	86.6 MB
21	33/c08b8d	2317539	split_page_ranges (21)	COMPLETED	0	2024-12-12 16:12:31.684	5.5s	5.3s	68.8%	151.5 MB	2.4 GB	67.9 MB	86.6 MB
6	65/44e0ff	2317683	split_page_ranges (6)	COMPLETED	0	2024-12-12 16:12:31.737	5.5s	5.3s	69.0%	143.4 MB	2.3 GB	67.8 MB	86.6 MB
10	44/426c3b	2317626	split_page_ranges (10)	COMPLETED	0	2024-12-12 16:12:31.713	5.5s	5.3s	69.1%	150 MB	2.4 GB	67.9 MB	86.6 MB
15	5e/e2d948	2317640	split_page_ranges (15)	COMPLETED	0	2024-12-12 16:12:31.719	5.5s	5.2s	69.3%	147.3 MB	2.3 GB	67.9 MB	86.6 MB
32	24/d47fef	2317509	split_page_ranges (32)	COMPLETED	0	2024-12-12 16:12:31.678	5.6s	5.2s	69.6%	149.1 MB	2.3 GB	67.8 MB	86.6 MB
12	5a/37b148	2317873	split_page_ranges (12)	COMPLETED	0	2024-12-12 16:12:31.791	5.5s	5.2s	69.9%	151 MB	2.4 GB	67.8 MB	86.6 MB
18	63/4a286f	2317472	split_page_ranges (18)	COMPLETED	0	2024-12-12 16:12:31.634	5.7s	5.3s	68.6%	151.4 MB	2.4 GB	67.8 MB	86.6 MB
2	5f/ecb2ad	2317477	split_page_ranges (2)	COMPLETED	0	2024-12-12 16:12:31.644	5.7s	5.4s	67.4%	148.8 MB	2.4 GB	67.8 MB	86.6 MB
17	9e/b79d85	2317573	split_page_ranges (17)	COMPLETED	0	2024-12-12 16:12:31.695	5.7s	5.3s	69.3%	149.3 MB	2.3 GB	67.8 MB	86.6 MB
22	e1/1dd221	2317589	split_page_ranges (22)	COMPLETED	0	2024-12-12 16:12:31.704	5.7s	5.4s	67.0%	132.3 MB	2.3 GB	67.8 MB	86.6 MB
16	15/7055c6	2317709	split_page_ranges (16)	COMPLETED	0	2024-12-12 16:12:31.745	5.6s	5.3s	68.8%	145.8 MB	2.4 GB	67.9 MB	86.6 MB
27	5f/195b5b	2317734	split_page_ranges (27)	COMPLETED	0	2024-12-12 16:12:31.754	5.6s	5.4s	67.3%	143.8 MB	2.3 GB	67.8 MB	86.6 MB
25	0f/1944fd	2317854	split_page_ranges (25)	COMPLETED	0	2024-12-12 16:12:31.785	5.6s	5.3s	68.9%	148.5 MB	2.3 GB	67.8 MB	86.6 MB
29	1c/ad7d75	2318664	split_page_ranges (29)	COMPLETED	0	2024-12-12 16:12:31.966	5.4s	4.9s	72.5%	147.8 MB	2.3 GB	67.8 MB	86.6 MB
3	fc/9f446d	2317485	split_page_ranges (3)	COMPLETED	0	2024-12-12 16:12:31.653	5.8s	5.4s	67.1%	151.9 MB	2.2 GB	67.9 MB	86.6 MB
30	88/df93f6	2317662	split_page_ranges (30)	COMPLETED	0	2024-12-12 16:12:31.729	5.7s	5.5s	66.8%	136.9 MB	2.3 GB	67.9 MB	86.6 MB
19	9d/78ba29	2317940	split_page_ranges (19)	COMPLETED	0	2024-12-12 16:12:31.798	5.7s	5.2s	70.1%	149.9 MB	2.3 GB	67.8 MB	86.6 MB
23	28/3efe62	2318649	split_page_ranges (23)	COMPLETED	0	2024-12-12 16:12:31.951	5.5s	5.1s	71.1%	148.7 MB	3.6 GB	67.8 MB	86.6 MB
31	b4/1c89f3	2318007	split_page_ranges (31)	COMPLETED	0	2024-12-12 16:12:31.806	5.7s	5.3s	67.6%	144.1 MB	3.3 GB	67.9 MB	86.6 MB
20	a8/36e4f3	2318276	split_page_ranges (20)	COMPLETED	0	2024-12-12 16:12:31.839	5.7s	5.3s	68.2%	147.2 MB	2.3 GB	67.8 MB	86.6 MB
11	e7/97d28b	2317767	split_page_ranges (11)	COMPLETED	0	2024-12-12 16:12:31.765	5.8s	5.5s	65.8%	144.7 MB	2.3 GB	67.9 MB	86.6 MB
26	08/676383	2317830	split_page_ranges (26)	COMPLETED	0	2024-12-12 16:12:31.777	5.8s	5.5s	65.1%	142.7 MB	2.4 GB	67.8 MB	86.6 MB
7	88/5d3774	2318052	split_page_ranges (7)	COMPLETED	0	2024-12-12 16:12:31.814	5.8s	5.4s	65.7%	141.6 MB	2.3 GB	67.9 MB	86.6 MB
1	f4/9ba551	2319236	split_page_ranges (1)	COMPLETED	0	2024-12-12 16:12:32.062	5.5s	5.1s	69.5%	146.4 MB	2.4 GB	67.8 MB	86.6 MB
5	8e/6efc35	2318344	split_page_ranges (5)	COMPLETED	0	2024-12-12 16:12:31.856	5.8s	5.3s	68.2%	143 MB	3.2 GB	67.9 MB	86.6 MB
24	0d/d2f92b	2318556	split_page_ranges (24)	COMPLETED	0	2024-12-12 16:12:31.924	5.7s	5.3s	66.6%	134.8 MB	2.3 GB	67.8 MB	86.6 MB
13	b3/679a34	2319064	split_page_ranges (13)	COMPLETED	0	2024-12-12 16:12:32.034	5.6s	5.2s	68.5%	139.8 MB	2.3 GB	67.8 MB	86.6 MB
8	c9/cbf156	2319149	split_page_ranges (8)	COMPLETED	0	2024-12-12 16:12:32.050	5.6s	5.2s	68.5%	141 MB	2.3 GB	67.8 MB	86.6 MB
4	c6/4462ad	2318094	split_page_ranges (4)	COMPLETED	0	2024-12-12 16:12:31.821	5.9s	5.4s	67.0%	134.2 MB	2.3 GB	67.9 MB	86.6 MB
9	e7/70aa98	2318447	split_page_ranges (9)	COMPLETED	0	2024-12-12 16:12:31.886	5.9s	5.3s	66.1%	136.8 MB	2.3 GB	67.8 MB	86.6 MB
58	f1/badedb	2333292	ocrd_cis_ocropy_binarize_0 (26)	COMPLETED	0	2024-12-12 16:12:37.622	1m 44s	1m 43s	90.4%	1.8 GB	4 GB	119.8 MB	153.3 MB
54	83/c7e65c	2332740	ocrd_cis_ocropy_binarize_0 (22)	COMPLETED	0	2024-12-12 16:12:37.535	1m 51s	1m 50s	90.0%	1.8 GB	4.1 GB	120.4 MB	153.3 MB
63	55/81dfad	2334019	ocrd_cis_ocropy_binarize_0 (31)	COMPLETED	0	2024-12-12 16:12:37.773	1m 50s	1m 50s	91.1%	1.8 GB	4.3 GB	120.8 MB	153.3 MB
40	87/d0dbfd	2331382	ocrd_cis_ocropy_binarize_0 (8)	COMPLETED	0	2024-12-12 16:12:37.330	1m 51s	1m 51s	90.3%	1.8 GB	4.1 GB	120.2 MB	153.3 MB
36	30/f6d706	2330561	ocrd_cis_ocropy_binarize_0 (4)	COMPLETED	0	2024-12-12 16:12:37.232	1m 52s	1m 51s	90.7%	1.8 GB	4.2 GB	120.6 MB	153.3 MB
47	30/a71523	2332063	ocrd_cis_ocropy_binarize_0 (15)	COMPLETED	0	2024-12-12 16:12:37.417	1m 52s	1m 51s	90.1%	1.8 GB	4.2 GB	120.6 MB	153.3 MB
48	00/fcf686	2332166	ocrd_cis_ocropy_binarize_0 (16)	COMPLETED	0	2024-12-12 16:12:37.429	1m 52s	1m 51s	90.3%	1.8 GB	4.1 GB	120.5 MB	153.3 MB
44	aa/879226	2331824	ocrd_cis_ocropy_binarize_0 (12)	COMPLETED	0	2024-12-12 16:12:37.383	1m 52s	1m 52s	89.9%	1.8 GB	4.2 GB	120.4 MB	153.3 MB
55	e9/ba70e4	2332854	ocrd_cis_ocropy_binarize_0 (23)	COMPLETED	0	2024-12-12 16:12:37.556	1m 52s	1m 51s	89.8%	1.8 GB	4.3 GB	120.9 MB	153.3 MB
50	1e/af167a	2332359	ocrd_cis_ocropy_binarize_0 (18)	COMPLETED	0	2024-12-12 16:12:37.468	1m 52s	1m 52s	90.5%	1.8 GB	4.2 GB	120.2 MB	153.3 MB
39	25/f53595	2331288	ocrd_cis_ocropy_binarize_0 (7)	COMPLETED	0	2024-12-12 16:12:37.315	1m 52s	1m 52s	90.3%	1.8 GB	4.4 GB	120.3 MB	153.3 MB
41	35/c10862	2331519	ocrd_cis_ocropy_binarize_0 (9)	COMPLETED	0	2024-12-12 16:12:37.345	1m 52s	1m 52s	90.0%	1.8 GB	4.2 GB	120.4 MB	153.3 MB
52	16/5c367f	2332499	ocrd_cis_ocropy_binarize_0 (20)	COMPLETED	0	2024-12-12 16:12:37.495	1m 52s	1m 52s	90.3%	1.8 GB	4.1 GB	120.7 MB	153.3 MB
