task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
3	48/af1dbb	63793	split_page_ranges (3)	COMPLETED	0	2024-12-12 17:22:26.721	4.9s	4.6s	73.0%	125.6 MB	2.3 GB	67.8 MB	86.6 MB
1	a7/5c15ce	63844	split_page_ranges (1)	COMPLETED	0	2024-12-12 17:22:26.804	5.2s	4.7s	70.5%	118.9 MB	2.3 GB	67.8 MB	86.6 MB
4	f8/d7a3d9	63809	split_page_ranges (4)	COMPLETED	0	2024-12-12 17:22:26.751	5.2s	4.8s	68.9%	160 MB	2.3 GB	67.8 MB	86.6 MB
2	43/8616a7	63828	split_page_ranges (2)	COMPLETED	0	2024-12-12 17:22:26.781	5.4s	4.9s	68.6%	158.7 MB	2.4 GB	67.8 MB	86.6 MB
7	69/8a8387	66633	ocrd_tesserocr_recognize_0 (3)	COMPLETED	0	2024-12-12 17:22:32.042	1m 44s	1m 43s	89.9%	439.8 MB	2.7 GB	129.1 MB	131.3 MB
6	1b/77ce56	66627	ocrd_tesserocr_recognize_0 (2)	COMPLETED	0	2024-12-12 17:22:32.003	1m 58s	1m 58s	91.2%	464.3 MB	2.7 GB	130.3 MB	131.6 MB
8	50/8ba0e9	66741	ocrd_tesserocr_recognize_0 (4)	COMPLETED	0	2024-12-12 17:22:32.181	2m 2s	2m 1s	91.5%	461.7 MB	2.8 GB	130.1 MB	131.4 MB
5	c3/a84f6d	66535	ocrd_tesserocr_recognize_0 (1)	COMPLETED	0	2024-12-12 17:22:31.736	2m 6s	2m 6s	91.6%	461.9 MB	2.8 GB	130.5 MB	131.7 MB
