task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
8	64/99ad8f	2341850	split_page_ranges (8)	COMPLETED	0	2024-12-12 16:30:12.436	6.3s	5.9s	64.5%	114.3 MB	2.2 GB	70.2 MB	89.9 MB
1	34/f9fd2e	2342163	split_page_ranges (1)	COMPLETED	0	2024-12-12 16:30:12.482	6.4s	6.1s	63.4%	160.4 MB	2.3 GB	70.2 MB	89.9 MB
5	2d/7c4496	2341657	split_page_ranges (5)	COMPLETED	0	2024-12-12 16:30:12.394	6.5s	6.2s	62.9%	163.6 MB	2.4 GB	70.2 MB	89.9 MB
6	7b/73a20a	2341700	split_page_ranges (6)	COMPLETED	0	2024-12-12 16:30:12.409	6.5s	6.2s	61.9%	158.5 MB	2.3 GB	70.2 MB	89.9 MB
7	8d/565bdd	2341773	split_page_ranges (7)	COMPLETED	0	2024-12-12 16:30:12.423	6.6s	6.2s	61.0%	161.5 MB	2.3 GB	70.2 MB	89.9 MB
3	39/9c1712	2342280	split_page_ranges (3)	COMPLETED	0	2024-12-12 16:30:12.496	6.6s	6.1s	62.2%	164.5 MB	2.3 GB	70.2 MB	89.9 MB
4	44/b78f30	2341912	split_page_ranges (4)	COMPLETED	0	2024-12-12 16:30:12.449	6.6s	6.3s	61.1%	157.5 MB	2.3 GB	70.2 MB	89.9 MB
2	fe/fd839f	2342087	split_page_ranges (2)	COMPLETED	0	2024-12-12 16:30:12.470	6.8s	6.3s	60.3%	152.9 MB	2.2 GB	70.2 MB	89.9 MB
12	fa/2a1554	2360185	ocrd_cis_ocropy_binarize_0 (4)	COMPLETED	0	2024-12-12 16:30:18.977	1m	59.8s	87.7%	489.5 MB	2.9 GB	129.7 MB	154.3 MB
11	9f/98de59	2360088	ocrd_cis_ocropy_binarize_0 (3)	COMPLETED	0	2024-12-12 16:30:18.954	1m	59.9s	87.4%	490.5 MB	2.9 GB	129.3 MB	154.3 MB
10	9f/800d62	2359715	ocrd_cis_ocropy_binarize_0 (2)	COMPLETED	0	2024-12-12 16:30:18.883	1m	1m	87.3%	476.2 MB	2.7 GB	129 MB	154.3 MB
16	8b/26e554	2361449	ocrd_cis_ocropy_binarize_0 (8)	COMPLETED	0	2024-12-12 16:30:19.272	1m	1m	87.4%	486.6 MB	2.7 GB	129.9 MB	154.3 MB
14	1d/e21774	2360613	ocrd_cis_ocropy_binarize_0 (6)	COMPLETED	0	2024-12-12 16:30:19.089	1m 1s	1m	87.4%	489 MB	2.8 GB	129.4 MB	154.3 MB
15	cb/3d2670	2360698	ocrd_cis_ocropy_binarize_0 (7)	COMPLETED	0	2024-12-12 16:30:19.118	1m 1s	1m	86.7%	488.4 MB	2.8 GB	129.5 MB	154.3 MB
9	12/f56910	2359415	ocrd_cis_ocropy_binarize_0 (1)	COMPLETED	0	2024-12-12 16:30:18.808	1m 1s	1m 1s	87.0%	482.4 MB	2.7 GB	128.8 MB	154.2 MB
13	3a/3fe3b2	2360558	ocrd_cis_ocropy_binarize_0 (5)	COMPLETED	0	2024-12-12 16:30:19.070	1m 1s	1m 1s	86.9%	489.9 MB	2.9 GB	128.9 MB	154.3 MB
23	fd/ac860a	2428213	ocrd_anybaseocr_crop_1 (7)	COMPLETED	0	2024-12-12 16:31:20.142	37.4s	37.1s	86.0%	453.7 MB	3.3 GB	126.7 MB	142.7 MB
24	bb/0bb554	2428401	ocrd_anybaseocr_crop_1 (8)	COMPLETED	0	2024-12-12 16:31:20.250	37.6s	37.1s	83.1%	460.3 MB	3.3 GB	127.1 MB	142.7 MB
19	7e/2131fb	2426716	ocrd_anybaseocr_crop_1 (3)	COMPLETED	0	2024-12-12 16:31:19.272	44.4s	44.1s	85.8%	458 MB	3.3 GB	127.5 MB	143 MB
21	45/0c36c7	2427636	ocrd_anybaseocr_crop_1 (5)	COMPLETED	0	2024-12-12 16:31:19.773	49.1s	48.9s	86.1%	456.1 MB	3.3 GB	126.4 MB	141.1 MB
22	15/2b4ae7	2427826	ocrd_anybaseocr_crop_1 (6)	COMPLETED	0	2024-12-12 16:31:19.915	49.1s	48.8s	86.9%	456.9 MB	3.3 GB	126.7 MB	141.2 MB
